Weapon Class,Weapon,Base,1h R1 1,1h R1 2,1h R1 3,1h R1 4,1h R1 5,1h R1 6,1h R2 1,1h R2 2,1h Charged R2 1,1h Charged R2 2,1h Running R1,1h Running R2,1h Rolling R1,1h Backstep R1,1h Jumping R1,1h Jumping R2,1h Guard Counter,2h R1 1,2h R1 2,2h R1 3,2h R1 4,2h R1 5,2h R1 6,2h R2 1,2h R2 2,2h Charged R2 1,2h Charged R2 2,2h Running R1,2h Running R2,2h Rolling R1,2h Backstep R1,2h Jumping R1,2h Jumping R2,2h Guard Counter,Offhand R1 1,Offhand R1 2,Offhand R1 3,Offhand R1 4,Offhand R1 5,Offhand R1 6,BS Whiff,Backstab,Riposte,Backstab (Small PvE),Riposte (Small PvE),Riposte (Large PvE),Shieldpoke,1h Charged R2 1 Feint,1h Charged R2 2 Feint,2h Charged R2 1 Feint,2h Charged R2 2 Feint,Paired L1 1,Paired L1 2,Paired L1 3,Paired L1 4,Paired L1 5,Paired L1 6,Paired Running L1,Paired Rolling L1,Paired Backstep L1,Paired Jumping L1,,Mounted R1 1,Mounted R1 2,Mounted R1 3,Mounted R2,Mounted R2 Charging,Mounted Charged R2,Mounted L1 1,Mounted L1 2,Mounted L1 3,Mounted L2,Mounted L2 Charging,Mounted Charged L2
Greatsword,Alabaster Lord's Sword,5.5,185,185,185,200,,,250,250,600,800,185,200,185,185,185,400,600,240,240,240,260,,,250,250,600,800,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Death's Poker,5.5,185,185,185,200,,,240,240,300,300,185,200,185,185,185,400,600,240,240,240,260,,,264,264,350,350,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Helphen's Steeple,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Blasphemous Blade,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Golden Order Greatsword,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Dark Moon Greatsword,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Greatsword of Damnation,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
Greatsword,Sacred Relic Sword,5.5,185,185,185,200,,,240,240,600,600,185,200,185,185,185,400,600,240,240,240,260,,,264,264,660,660,240,220,240,240,240,440,660,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,120 + 120,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,185,200,50,600,185,185,185,200,50,600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colossal Sword,Zweihander,6,240,240,240,,,,240,240,600,600,240,240,240,240,240,400,600,312,312,312,,,,312,312,660,660,312,312,312,312,312,440,660,240,240,240,,,,100,0,0,0,0,0,,,,,,144 + 144,144 + 144,144 + 144,,,,144 + 144,144 + 144,144 + 144,240 + 240,,240,240,240,240,240,600,240,240,240,240,50,600
Colossal Sword,Greatsword,6,240,240,240,,,,240,240,600,600,240,240,240,240,240,400,600,312,312,312,,,,312,312,660,660,312,312,312,312,312,440,660,240,240,240,,,,100,0,0,0,0,0,,,,,,144 + 144,144 + 144,144 + 144,,,,144 + 144,144 + 144,144 + 144,240 + 240,,240,240,240,240,240,600,240,240,240,240,50,600
Colossal Sword,Watchdog's Greatsword,6,240,240,240,,,,240,240,600,600,240,240,240,240,240,400,600,312,312,312,,,,312,312,660,660,312,312,312,312,312,440,660,240,240,240,,,,100,0,0,0,0,0,,,,,,144 + 144,144 + 144,144 + 144,,,,144 + 144,144 + 144,144 + 144,240 + 240,,240,240,240,240,240,600,240,240,240,240,50,600
Colossal Sword,Fire Knight's Greatsword,6,240,240,240,,,,240,240,600,600,240,240,240,240,240,400,600,312,312,312,,,,312,312,660,660,312,312,312,312,312,440,660,240,240,240,,,,100,0,0,0,0,0,,,,,,144 + 144,144 + 144,144 + 144,,,,144 + 144,144 + 144,144 + 144,240 + 240,,240,240,240,240,240,600,240,240,240,240,50,600
Colossal Sword,Troll's Golden Sword,6,240,240,240,,,,240,240,600,600,240,240,240,240,240,400,600,312,312,312,,,,312,312,660,660,312,312,312,312,312,440,660,240,240,240,,,,100,0,0,0,0,0,,,,,,144 + 144,144 + 144,144 + 144,,,,144 + 144,144 + 144,144 + 144,240 + 240,,240,240,240,240,240,600,240,240,240,240,50,600
Colossal Sword,Troll Knight's Sword,6,240,240,240,,,,240,240,600,600,240,240,240,240,240,400,600,312,312,312,,,,312,312,660,660,312,312,312,312,312,440,660,240,240,240,,,,100,0,0,0,0,0,,,,,,144 + 144,144 + 144,144 + 144,,,,144 + 144,144 + 144,144 + 144,240 + 240,,240,240,240,240,240,600,240,240,240,240,50,600
Colossal Sword,Moonrithyll's Knight Sword,6,240,240,240,,,,240,240,600,600,240,240,240,240,240,400,600,312,312,312,,,,312,312,660,660,312,312,312,312,312,440,660,240,240,240,,,,100,0,0,0,0,0,,,,,,144 + 144,144 + 144,144 + 144,,,,144 + 144,144 + 144,144 + 144,240 + 240,,240,240,240,240,240,600,240,240,240,240,50,600
Colossal Sword,Royal Greatsword,6,240,240,240,,,,240,240,600,600,240,240,240,240,240,400,600,312,312,312,,,,312,312,660,660,312,312,312,312,312,440,660,240,240,240,,,,100,0,0,0,0,0,,,,,,144 + 144,144 + 144,144 + 144,,,,144 + 144,144 + 144,144 + 144,240 + 240,,240,240,240,240,240,600,240,240,240,240,50,600
Colossal Sword,Grafted Blade Greatsword,6,240,240,240,,,,240,240,600,600,240,240,240,240,240,400,600,312,312,312,,,,312,312,660,660,312,312,312,312,312,440,660,240,240,240,,,,100,0,0,0,0,0,,,,,,144 + 144,144 + 144,144 + 144,,,,144 + 144,144 + 144,144 + 144,240 + 240,,240,240,240,240,240,600,240,240,240,240,50,600
Colossal Sword,Ruins Greatsword,6,240,240,240,,,,240,240,500 + (100 AoE),500 + (100 AoE),240,240,240,240,240,400,600,312,312,312,,,,312,312,560 + (100 AoE),560 + (100 AoE),312,312,312,312,312,440,660,240,240,240,,,,100,0,0,0,0,0,,,,,,144 + 144,144 + 144,144 + 144,,,,144 + 144,144 + 144,144 + 144,240 + 240,,240,240,240,240,240,600,240,240,240,240,50,600
Colossal Sword,Ancient Meteoric Ore Greatsword,6,240,240,240,,,,240,240,600,600,240,240,240,240,240,400,600,312,312,312,,,,312,312,660,660,312,312,312,312,312,440,660,240,240,240,,,,100,0,0,0,0,0,,,,,,144 + 144,144 + 144,144 + 144,,,,144 + 144,144 + 144,144 + 144,240 + 240,,240,240,240,240,240,600,240,240,240,240,50,600
Colossal Sword,Starscourge Greatsword,6,240,240,240,,,,240,240,600,600,240,240,240,240,240,400,600,90 + 90,90 + 90,100 + 100,,,,240,240,600,600,90 + 90,240,90 + 90,90 + 90,180 + 180,400,600,240,240,240,,,,100,0,0,0,0,0,,,,,,144 + 144,144 + 144,144 + 144,,,,144 + 144,144 + 144,144 + 144,240 + 240,,240,240,240,240,240,600,240,240,240,240,50,600
Colossal Sword,Greatsword of Radahn (Lord),6,240,240,240,,,,240,240,600,600,240,240,240,240,240,400,600,90 + 90,90 + 90,100 + 100,,,,240,240,600,600,90 + 90,240,90 + 90,90 + 90,180 + 180,400,600,240,240,240,,,,100,0,0,0,0,0,,,,,,144 + 144,144 + 144,144 + 144,,,,144 + 144,144 + 144,144 + 144,240 + 240,,240,240,240,240,240,600,240,240,240,240,50,600
Colossal Sword,Greatsword of Radahn (Light),6,240,240,240,,,,240,240,600,600,240,240,240,240,240,400,600,90 + 90,90 + 90,100 + 100,,,,240,240,600,600,90 + 90,240,90 + 90,90 + 90,180 + 180,400,600,240,240,240,,,,100,0,0,0,0,0,,,,,,144 + 144,144 + 144,144 + 144,,,,144 + 144,144 + 144,144 + 144,240 + 240,,240,240,240,240,240,600,240,240,240,240,50,600
Colossal Sword,Godslayer's Greatsword,6,240,240,240,,,,240,240,600,600,240,240,240,240,240,400,600,312,312,312,,,,312,312,660,660,312,312,312,312,312,440,660,240,240,240,,,,100,0,0,0,0,0,,,,,,144 + 144,144 + 144,144 + 144,,,,144 + 144,144 + 144,144 + 144,240 + 240,,240,240,240,240,240,600,240,240,240,240,50,600
Colossal Sword,Maliketh's Black Blade,6,240,240,240,,,,240,240,600,600,240,240,240,240,240,400,600,312,312,312,,,,312,312,660,660,312,312,312,312,312,440,660,240,240,240,,,,100,0,0,0,0,0,,,,,,144 + 144,144 + 144,144 + 144,,,,144 + 144,144 + 144,144 + 144,240 + 240,,240,240,240,240,240,600,240,240,240,240,50,600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thrusting Sword,Rapier,4,100,100,100,100,100,200,200,200,600,600,100,200,100,200,150,400,750,130,130,130,130,130,260,220,220,660,660,130,220,130,220,170,445,825,100,100,100,100,100,200,100,0,0,0,0,0,100,200,200,220,220,60 + 60,60 + 60 + 60,60 + 60,120 + 60 + 120,,,60 + 60,60 + 60,120 + 120,100 + 100 + 100,,100,100,200,200,50,600,100,100,200,200,50,600
Thrusting Sword,Estoc,4,100,100,100,100,100,200,200,200,600,600,100,200,100,200,150,400,750,130,130,130,130,130,260,220,220,600,600,130,220,130,220,170,445,825,100,100,100,100,100,200,100,0,0,0,0,0,100,200,200,220,220,60 + 60,60 + 60 + 60,60 + 60,120 + 60 + 120,,,60 + 60,60 + 60,120 + 120,100 + 100 + 100,,100,100,200,200,50,600,100,100,200,200,50,600
Thrusting Sword,Noble's Estoc,4,100,100,100,100,100,200,200,200,600,600,100,200,100,200,150,400,750,130,130,130,130,130,260,220,220,600,600,130,220,130,220,170,445,825,100,100,100,100,100,200,100,0,0,0,0,0,100,200,200,220,220,60 + 60,60 + 60 + 60,60 + 60,120 + 60 + 120,,,60 + 60,60 + 60,120 + 120,100 + 100 + 100,,100,100,200,200,50,600,100,100,200,200,50,600
Thrusting Sword,Cleanrot Knight's Sword,4,100,100,100,100,100,200,200,200,600,600,100,200,100,200,150,400,750,130,130,130,130,130,260,220,220,660,660,130,220,130,220,170,445,825,100,100,100,100,100,200,100,0,0,0,0,0,100,200,200,220,220,60 + 60,60 + 60 + 60,60 + 60,120 + 60 + 120,,,60 + 60,60 + 60,120 + 120,100 + 100 + 100,,100,100,200,200,50,600,100,100,200,200,50,600
Thrusting Sword,Rogier's Rapier,4,100,100,100,100,100,200,50 + 150,50 + 150,100 + 500,100 + 500,100,200,100,200,150,400,750,130,130,130,130,130,260,55 + 165,66 + 165,110 + 550,110 + 550,130,220,130,220,170,445,825,100,100,100,100,100,200,100,0,0,0,0,0,100,200,200,220,220,60 + 60,60 + 60 + 60,60 + 60,120 + 60 + 120,,,60 + 60,60 + 60,120 + 120,100 + 100 + 100,,100,100,200,200,50,600,100,100,200,200,50,600
Thrusting Sword,Antspur Rapier,4,100,100,100,100,100,200,200,200,600,600,100,200,100,200,150,400,750,130,130,130,130,130,260,220,220,660,660,130,220,130,220,170,445,825,100,100,100,100,100,200,100,0,0,0,0,0,100,200,200,220,220,60 + 60,60 + 60 + 60,60 + 60,120 + 60 + 120,,,60 + 60,60 + 60,120 + 120,100 + 100 + 100,,100,100,200,200,50,600,100,100,200,200,50,600
Thrusting Sword,Frozen Needle,4,100,100,100,100,100,200,(100 Projectile),(100 Projectile),(200 Projectile),(200 Projectile),100,200,100,200,150,400,750,130,130,130,130,130,260,(100 Projectile),(100 Projectile),(200 Projectile),(200 Projectile),130,220,130,220,170,445,825,100,100,100,100,100,200,100,0,0,0,0,0,100,(100 Projectile),(100 Projectile),(100 Projectile),(100 Projectile),60 + 60,60 + 60 + 60,60 + 60,120 + 60 + 120,,,60 + 60,60 + 60,120 + 120,100 + 100 + 100,,100,100,200,200,50,600,100,100,200,200,50,600
Thrusting Sword,Carian Sorcery Sword,4,100,100,100,100,100,200,200,200,600,600,100,200,100,200,150,400,750,130,130,130,130,130,260,220,220,660,660,130,220,130,220,170,445,825,100,100,100,100,100,200,100,0,0,0,0,0,100,200,200,220,220,60 + 60,60 + 60 + 60,60 + 60,120 + 60 + 120,,,60 + 60,60 + 60,120 + 120,100 + 100 + 100,,100,100,200,200,50,600,100,100,200,200,50,600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavy Thrusting Sword,Great Épée,5.5,100,100,100,100,200,,200,200,600,600,100,200,100,200,150,400,600,130,130,130,130,260,,220,220,660,660,130,220,130,220,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,100,200,200,220,220,60 + 60,60 + 60,120 + 120,,,,60 + 60,60 + 60,60 + 60,240 + 240,,100,100,200,200,50,600,100,100,100,200,50,600
Heavy Thrusting Sword,Godskin Stitcher,5.5,100,100,100,100,200,,200,200,200 + 400,200 + 400,100,200,100,200,150,400,600,130,130,130,130,260,,220,220,220 + 440,220 + 440,130,220,130,220,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,100,120,120,125,125,60 + 60,60 + 60,120 + 120,,,,60 + 60,60 + 60,60 + 60,240 + 240,,100,100,200,200,50,600,100,100,100,200,50,600
Heavy Thrusting Sword,Queelign's Greatsword,5.5,100,100,100,100,200,,200,200,600,600,100,200,100,200,150,400,600,130,130,130,130,260,,220,220,660,660,130,220,130,220,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,100,240,240,220,220,60 + 60,60 + 60,120 + 120,,,,60 + 60,60 + 60,60 + 60,240 + 240,,100,100,200,200,50,600,100,100,100,200,50,600
Heavy Thrusting Sword,Bloody Helice,5.5,100,100,100,100,200,,200,200,600,600,100,200,100,200,150,400,600,130,130,130,130,260,,220,220,660,660,130,220,130,220,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,100,240,240,220,220,60 + 60,60 + 60,120 + 120,,,,60 + 60,60 + 60,60 + 60,240 + 240,,100,100,200,200,50,600,100,100,100,200,50,600
Heavy Thrusting Sword,Dragon King's Cragblade,5.5,100,100,100,100,200,,200,200,600,600,100,200,100,200,150,400,600,130,130,130,130,260,,220,220,660,660,130,220,130,220,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,100,240,240,220,220,60 + 60,60 + 60,120 + 120,,,,60 + 60,60 + 60,60 + 60,240 + 240,,100,100,200,200,50,600,100,100,100,200,50,600
Heavy Thrusting Sword,Sword Lance,5.5,100,100,100,100,200,,200,200,600,600,100,10 + 10 + 160,100,200,150,400,600,130,130,130,130,260,,220,220,660,660,130,11 + 11 + 176,130,220,195,440,660,100,100,100,100,200,,100,0,0,0,0,0,100,240,240,220,220,60 + 60,60 + 60,120 + 120,,,,60 + 60,60 + 60,60 + 60,240 + 240,,100,100,200,200,50,600,100,100,100,200,50,600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Sword,Scimitar,5,100,100,100,100,100,200,200,200,200 + 400,200 + 400,100,200,100,100,150,400,600,130,130,130,130,130,260,220,220,220 + 440,220 + 440,130,220,130,130,195,440,660,100,100,100,100,100,200,100,0,0,0,0,0,,200,200,220,220,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
Curved Sword,Falchion,5,100,100,100,100,100,200,200,200,200 + 400,200 + 400,100,200,100,100,150,400,600,130,130,130,130,130,260,220,220,220 + 440,220 + 440,130,220,130,130,195,440,660,100,100,100,100,100,200,100,0,0,0,0,0,,200,200,220,220,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
Curved Sword,Shamshir,5,100,100,100,100,100,200,200,200,200 + 400,200 + 400,100,200,100,100,150,400,600,130,130,130,130,130,260,220,220,220 + 440,220 + 440,130,220,130,130,195,440,660,100,100,100,100,100,200,100,0,0,0,0,0,,200,200,220,220,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
Curved Sword,Grossmesser,5,100,100,100,100,100,200,200,200,200 + 400,200 + 400,100,200,100,100,150,400,600,130,130,130,130,130,260,220,220,220 + 440,220 + 440,130,220,130,130,195,440,660,100,100,100,100,100,200,100,0,0,0,0,0,,200,200,220,220,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
Curved Sword,Bandit's Curved Sword,5,100,100,100,100,100,200,200,200,200 + 400,200 + 400,100,200,100,100,150,400,600,130,130,130,130,130,260,220,220,220 + 440,220 + 440,130,220,130,130,195,440,660,100,100,100,100,100,200,100,0,0,0,0,0,,200,200,220,220,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
Curved Sword,Shotel,5,100,100,100,100,100,200,200,200,600,600,100,200,100,100,150,400,600,130,130,130,130,130,260,220,220,660,660,130,220,130,130,195,440,660,100,100,100,100,100,200,100,0,0,0,0,0,,200,200,220,220,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
Curved Sword,Scavenger's Curved Sword,5,100,100,100,100,100,200,200,200,200 + 400,200 + 400,100,200,100,100,150,400,600,130,130,130,130,130,260,220,220,220 + 440,220 + 440,130,220,130,130,195,440,660,100,100,100,100,100,200,100,0,0,0,0,0,,200,200,220,220,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
Curved Sword,Mantis Blade,5,100,100,100,100,100,200,200,200,600,600,100,200,100,100,150,400,600,130,130,130,130,130,260,220,220,660,660,130,220,130,130,195,440,660,100,100,100,100,100,200,100,0,0,0,0,0,,200,200,220,220,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
Curved Sword,Beastman's Curved Sword,5,100,100,100,100,100,200,200,200,200 + 400,200 + 400,100,200,100,100,50 + 150,50 + 400,600,130,130,130,130,130,260,220,220,220 + 440,220 + 440,130,220,130,130,50 + 195,50 + 440,660,100,100,100,100,100,200,100,0,0,0,0,0,,200,200,220,220,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
Curved Sword,Flowing Curved Sword,5,100,100,100,100,100,200,50 + 150,100 + 100,50 + 50 + 500,50 + 50 + 500,100,200,100,100,150,400,600,130,130,130,130,130,260,110 + 110,110 + 110,220 + 220 + 220,55 + 55 + 550,130,220,130,130,195,440,660,100,100,100,100,100,200,100,0,0,0,0,0,,50,100,110,110,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
Curved Sword,Serpent-God's Curved Sword,5,100,100,100,100,100,200,200,200,200 + 400,200 + 400,100,200,100,100,150,400,600,130,130,130,130,130,260,220,220,220 + 440,220 + 440,130,220,130,130,195,440,660,100,100,100,100,100,200,100,0,0,0,0,0,,200,200,220,220,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
Curved Sword,Magma Blade,5,100,100,100,100,100,200,200,200,200 + 400,200 + 400,100,200,100,100,150,400,600,130,130,130,130,130,260,220,220,220 + 440,220 + 440,130,220,130,130,195,440,660,100,100,100,100,100,200,100,0,0,0,0,0,,200,200,220,220,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
Curved Sword,Spirit Sword,5,100,100,100,100,100,200,200,200,200 + 400,200 + 400,100,200,100,100,150,400,600,130,130,130,130,130,260,220,220,220 + 440,220 + 440,130,220,130,130,195,440,660,100,100,100,100,100,200,100,0,0,0,0,0,,200,200,220,220,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
Curved Sword,Nox Flowing Sword,5,100,100,100,100,100,200,200,200,600,600,100,200,100,100,150,400,600,130,130,130,130,130,260,220,220,660,660,130,220,130,130,195,440,660,100,100,100,100,100,200,100,0,0,0,0,0,,200,200,220,220,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
Curved Sword,Wing of Astel,5,100,100,100,100,100,200,200 + (100 Projectile),200 + (100 Projectile),200 + (100 Projectile) + 400 + (100 Projectile),200 + (100 Projectile) + 400 + (100 Projectile),100,200,100,100,150,400,600,130,130,130,130,130,260,220 + (100 Projectile),220 + (100 Projectile),220 + (100 Projectile) + 440 + (100 Projectile),220 + (100 Projectile) + 440 + (100 Projectile),130,220,130,130,195,440,660,100,100,100,100,100,200,100,0,0,0,0,0,,200,200,220,220,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
Curved Sword,Falx,5,100,100,100,100,100,200,200,200,200 + 400,200 + 400,100,200,100,100,150,400,600,60 + 60,60 + 60,60 + 60,120 + 120,,,200,200,200 + 400,200 + 400,35 + 35 + 50 + 50,200,60 + 60,60 + 60,70 + 70 + 80 + 80,400,600,100,100,100,100,100,200,100,0,0,0,0,0,,200,200,200,200,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
Curved Sword,Dancing Blade of Ranah,5,100,100,100,100,100,200,50 + 150,100 + 100,50 + 50 + 500,50 + 50 + 500,100,200,100,100,150,400,600,60 + 60,60 + 60,60 + 60,120 + 120,,,110 + 110,110 + 110,220 + 220 + 220,55 + 55 + 550,35 + 35 + 50 + 50,200,60 + 60,60 + 60,70 + 70 + 80 + 80,400,600,100,100,100,100,100,200,100,0,0,0,0,0,,50,100,110,110,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
Curved Sword,Horned Warrior's Sword,5,100,100,100,100,100,200,200,200,200 + 400,200 + 400,100,200,100,100,150,400,600,60 + 60,60 + 60,60 + 60,120 + 120,,,200,200,200 + 400,200 + 400,35 + 35 + 50 + 50,200,60 + 60,60 + 60,70 + 70 + 80 + 80,400,600,100,100,100,100,100,200,100,0,0,0,0,0,,200,200,200,200,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
Curved Sword,Eclipse Shotel,5,100,100,100,100,100,200,200,200,600,600,100,200,100,100,150,400,600,130,130,130,130,130,260,220,220,660,660,130,220,130,130,195,440,660,100,100,100,100,100,200,100,0,0,0,0,0,,200,200,220,220,60 + 60,60 + 60,60 + 60,120 + 120,,,35 + 35 + 50 + 50,60 + 60,60 + 60,70 + 70 + 80 + 80,,100,100,200,200,50,100 + 500,100,100,100,200,50,100 + 500
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curved Greatsword,Dismounter,5.5,185,185,185,200,,,200,200,600,200 + 400,185,200,185,185,185,400,600,240,240,240,260,,,220,220,660,220 + 440,240,220,240,240,240,400,600,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,111 + 111,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,200,200,50,600,185,185,200,200,50,600
Curved Greatsword,Omen Cleaver,5.5,185,185,185,200,,,200,200,600,200 + 400,185,200,185,185,185,400,600,240,240,240,260,,,220,220,660,660,240,220,240,240,240,440,600,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,111 + 111,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,200,200,50,600,185,185,200,200,50,600
Curved Greatsword,Monk's Flameblade,5.5,185,185,185,200,,,200,200,600,200 + 400,185,200,185,185,185,400,600,240,240,240,260,,,220,220,660,220 + 440,240,220,240,240,240,400,600,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,111 + 111,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,200,200,50,600,185,185,200,200,50,600
Curved Greatsword,Beastman's Cleaver,5.5,185,185,185,200,,,200,200,600,200 + 400,185,200,185,185,185,400,600,240,240,240,260,,,220,220,660,220 + 440,240,220,240,240,240,400,600,185,185,185,200,,,100,0,0,0,0,0,,,,,,111 + 111,111 + 111,111 + 111,,,,111 + 111,111 + 111,111 + 111,240 + 240,,185,185,200,200,50,600,185,185,200,200,50,600
